id,date_listed,project_id,project_name,developer,ortsteil,bezirk,lat,lon,property_type,rooms,area_m2,floor,total_floors,energy_class,completion_year,total_project_units,possession_status,payment_plan,has_lift,has_balcony,has_parking,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
N002451,2021-04-19,NC0089,Häuser Hellersdorf,Bonava,Hellersdorf,Marzahn-Hellersdorf,52.53272,13.5955,4_room,4,154.0,4,8,B,2024,50,under_construction,off_plan_30_70,True,True,False,Paracelsus-Bad,U8,209,14.85,565000,3669,610146,3962,1.1
N002452,2022-10-10,NC0002,Towers Lichtenrade,Project Immobilien,Lichtenrade,Tempelhof-Schöneberg,52.39856,13.41426,4_room,4,112.4,0,4,A,2026,500,under_construction,tranches_quarterly,True,True,True,Tempelhof S,S Ringbahn,104,13.32,730000,6497,788502,7017,3.4
N002453,2022-05-01,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,3_room,3,83.8,5,6,A_plus,2026,250,under_construction,full_at_handover,True,True,True,Rosenthaler Platz,U8,174,14.79,744000,8885,803931,9596,1.8
N002454,2024-03-06,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,3_room,3,108.2,6,6,A_plus,2027,50,completed,full_at_handover,True,True,True,Pankow U2,U2,91,10.13,597000,5521,645260,5963,3.85
N002455,2024-09-27,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,4_room,4,131.7,4,4,A,2026,250,completed,full_at_handover,True,True,True,Spittelmarkt,U2,193,14.79,967000,7343,1044193,7931,3.5
N002456,2022-07-11,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,5_room_plus,5,170.7,0,6,A,2026,50,under_construction,full_at_handover,True,True,True,Hackescher Markt,Stadtbahn,165,14.15,1277000,7480,1379196,8079,3.4
N002457,2023-05-09,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,2_room,2,66.1,0,8,A_plus,2028,20,completed,70_30,True,False,True,Sonnenallee,S Ringbahn,31,4.91,548000,8286,591845,8949,3.85
N002458,2023-06-09,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,1_room,1,39.2,1,5,A_plus,2027,50,under_construction,70_30,True,True,True,Beusselstraße,S Ringbahn,155,15.5,317000,8076,342159,8722,3.85
N002459,2023-11-09,NC0127,Suites Falkenberg,Gewobag,Falkenberg,Lichtenberg,52.58589,13.54195,1_room,1,42.3,7,12,B,2025,20,under_construction,off_plan_30_70,False,True,False,Neukölln,U7,179,13.54,210000,4959,226457,5356,4.1
N002460,2024-03-16,NC0001,Pavillon Moabit,STADT UND LAND,Moabit,Mitte,52.53672,13.34552,1_room,1,30.5,3,4,B,2028,120,under_construction,full_at_handover,True,True,True,Westhafen,S Ringbahn,5,3.15,352000,11547,380168,12471,3.85
N002461,2022-07-13,NC0185,Domizil Nikolassee,GAGFAH,Nikolassee,Steglitz-Zehlendorf,52.43952,13.19798,2_room,2,66.1,4,4,B,2026,500,under_construction,off_plan_30_70,True,True,True,Nikolassee,S1,15,14.87,836000,12654,903337,13666,3.4
N002462,2022-04-25,NC0077,Höfe Britz,Buwog,Britz,Neukölln,52.45055,13.44052,2_room,2,52.1,4,6,A,2025,120,under_construction,off_plan_30_70,True,True,True,Botanischer Garten,S1,107,8.46,314000,6024,338705,6506,1.8
N002463,2025-07-06,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,2_room,2,53.3,0,4,B,2026,500,completed,70_30,True,False,False,Wilmersdorfer Straße,U7,9,4.96,509000,9551,549618,10315,3.1
N002464,2022-06-05,NC0162,Lofts Moabit,Becken,Moabit,Mitte,52.53113,13.34221,3_room,3,71.3,4,4,A_plus,2025,50,ready_within_6m,full_at_handover,True,True,True,Tiergarten S,Stadtbahn,28,2.91,772000,10825,833838,11691,1.8
N002465,2022-03-14,NC0094,Carré Wartenberg,Deutsche Wohnen,Wartenberg,Lichtenberg,52.58811,13.50565,2_room,2,64.5,5,6,A,2027,120,under_construction,70_30,True,True,True,Schönleinstraße,U8,151,11.77,302000,4683,326152,5057,1.8
N002466,2021-09-06,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,2_room,2,58.6,2,6,A_plus,2028,250,completed,full_at_handover,True,True,True,Kottbusser Tor,U1,53,7.31,429000,7324,463824,7910,1.1
N002467,2025-12-16,NC0140,Towers Lichtenberg,Trockland,Lichtenberg (Ort),Lichtenberg,52.51264,13.49025,4_room,4,89.9,8,8,A_plus,2028,500,under_construction,full_at_handover,True,True,False,Weinmeisterstraße,U8,77,7.63,620000,6890,669205,7441,3.1
N002468,2024-12-05,NC0095,Lofts Alt-Treptow,Trockland,Alt-Treptow,Treptow-Köpenick,52.50091,13.44197,3_room,3,87.0,4,4,A,2026,20,under_construction,full_at_handover,True,True,False,Spittelmarkt,U2,39,4.67,694000,7975,749584,8613,3.5
N002469,2026-04-09,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,2_room,2,73.7,0,5,B,2028,20,under_construction,full_at_handover,True,True,True,Boddinstraße,U8,23,4.91,578000,7841,623849,8468,3.1
N002470,2025-08-19,NC0050,Domizil Plänterwald,Vonovia,Plänterwald,Treptow-Köpenick,52.47719,13.46661,2_room,2,56.1,6,6,A,2027,250,ready_within_6m,tranches_quarterly,True,False,False,Hermannstraße,U8,38,7.43,441000,7863,476164,8492,3.1
N002471,2021-11-06,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,2_room,2,47.9,2,8,A,2026,250,under_construction,full_at_handover,True,True,True,Mohrenstraße,U2,190,14.79,337000,7031,363662,7593,1.1
N002472,2024-11-03,NC0089,Häuser Hellersdorf,Bonava,Hellersdorf,Marzahn-Hellersdorf,52.53272,13.5955,2_room,2,49.1,2,6,B,2024,50,under_construction,full_at_handover,False,True,False,Alexanderplatz S,Stadtbahn,154,14.85,229000,4670,247414,5044,3.5
N002473,2021-08-16,NC0187,Pavillon Westend,STADT UND LAND,Westend,Charlottenburg-Wilmersdorf,52.51536,13.2706,3_room,3,87.8,2,6,A,2028,50,under_construction,tranches_quarterly,True,True,False,Friedenau S,S1,82,7.25,861000,9813,930130,10598,1.1
N002474,2026-01-18,NC0126,Häuser Kladow,Bauwert,Kladow,Spandau,52.45089,13.14089,2_room,2,38.8,0,4,A,2027,500,under_construction,full_at_handover,True,True,False,Bundesplatz,S Ringbahn,157,17.61,225000,5799,243039,6263,3.1
N002475,2024-10-14,NC0125,Hofgarten Rummelsburg,Investa Real Estate,Rummelsburg,Lichtenberg,52.50485,13.49207,2_room,2,52.0,8,8,A_plus,2025,500,under_construction,70_30,True,False,False,Warschauer Straße,U1,36,7.84,396000,7612,427833,8221,3.5
N002476,2021-10-19,NC0089,Häuser Hellersdorf,Bonava,Hellersdorf,Marzahn-Hellersdorf,52.53272,13.5955,1_room,1,42.5,4,5,A_plus,2024,50,under_construction,70_30,True,True,True,Jannowitzbrücke,Stadtbahn,149,14.85,155000,3645,167127,3936,1.1
N002477,2024-02-06,NC0115,Living Mariendorf,Berlinovo,Mariendorf,Tempelhof-Schöneberg,52.44131,13.39152,2_room,2,47.8,1,5,B,2024,250,under_construction,70_30,True,True,False,Bellevue,Stadtbahn,115,8.39,337000,7045,363503,7608,3.85
N002478,2023-09-20,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,5_room_plus,5,148.4,0,4,A_plus,2027,120,under_construction,70_30,True,True,False,Kurfürstendamm,U1,31,6.08,1620000,10919,1749704,11793,4.1
N002479,2021-11-03,NC0044,Platz Hermsdorf,Bonava,Hermsdorf,Reinickendorf,52.61612,13.29123,2_room,2,46.8,1,8,B,2026,20,completed,off_plan_30_70,True,True,True,Yorckstraße,U7,182,12.54,284000,6078,307221,6565,1.1
N002480,2024-12-10,NC0122,Atelier Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.45907,13.64017,5_room_plus,5,152.9,2,5,A,2027,250,ready_within_6m,tranches_quarterly,True,True,True,Berliner Straße,U7,255,18.88,1030000,6732,1111996,7270,3.5
N002481,2023-12-10,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,4_room,4,119.7,4,5,A,2026,500,under_construction,off_plan_30_70,True,True,True,Adenauerplatz,U7,8,4.96,1337000,11163,1443493,12056,4.1
N002482,2022-04-03,NC0091,Quartier Lankwitz,Gewobag,Lankwitz,Steglitz-Zehlendorf,52.43974,13.35515,4_room,4,134.7,2,4,A,2027,20,under_construction,tranches_quarterly,True,True,False,Rathaus Neukölln,U7,95,8.65,1102000,8180,1189632,8835,1.8
N002483,2024-10-17,NC0037,Pavillon Gesundbrunnen,Gewobag,Gesundbrunnen,Mitte,52.54921,13.38786,2_room,2,61.9,1,4,A,2025,50,ready_within_6m,full_at_handover,True,True,True,Gesundbrunnen S,S Ringbahn,7,3.72,493000,7969,532539,8606,3.5
N002484,2024-05-04,NC0034,Platz Wilmersdorf,GHL Berlin,Wilmersdorf,Charlottenburg-Wilmersdorf,52.49335,13.32526,5_room_plus,5,194.6,4,5,A,2027,250,under_construction,tranches_quarterly,True,True,False,Theodor-Heuss-Platz,U2,46,4.37,2205000,11333,2381260,12240,3.85
N002485,2022-04-30,NC0081,Residenz Hohenschönhausen,Deutsche Wohnen,Hohenschönhausen,Lichtenberg,52.56953,13.50701,2_room,2,70.0,4,8,A,2025,120,under_construction,tranches_quarterly,False,True,False,Gneisenaustraße,U7,140,10.56,332000,4747,358777,5126,1.8
N002486,2025-09-30,NC0181,Gärten Kaulsdorf,Deutsche Wohnen,Kaulsdorf,Marzahn-Hellersdorf,52.50471,13.60066,1_room,1,26.5,0,6,A_plus,2027,120,completed,full_at_handover,True,True,True,Bülowstraße,U2,201,15.14,127000,4784,136977,5167,3.1
N002487,2022-11-24,NC0198,Suites Steglitz,Diamona & Harnisch,Steglitz,Steglitz-Zehlendorf,52.44761,13.32587,4_room,4,131.4,3,5,A_plus,2026,500,under_construction,tranches_quarterly,True,True,True,Botanischer Garten,S1,22,8.41,1245000,9473,1344587,10231,3.4
N002488,2025-08-03,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,1_room,1,26.3,1,6,B,2027,20,under_construction,off_plan_30_70,True,True,True,Leinestraße,U8,36,8.86,160000,6088,172976,6575,3.1
N002489,2021-03-21,NC0138,Atelier Mahlsdorf,Adler Group,Mahlsdorf,Marzahn-Hellersdorf,52.49829,13.6303,1_room,1,38.1,0,4,A_plus,2025,500,under_construction,off_plan_30_70,True,True,True,Karl-Marx-Straße,U7,162,17.21,158000,4133,170219,4464,1.1
N002490,2023-09-04,NC0080,Höfe Mitte,Project Immobilien,Mitte (Ort),Mitte,52.51973,13.42461,2_room,2,60.6,6,6,A_plus,2026,50,under_construction,70_30,True,True,True,Stadtmitte,U2,38,3.2,715000,11794,771696,12737,4.1
N002491,2022-12-22,NC0135,Atelier Schmargendorf,Bonava,Schmargendorf,Charlottenburg-Wilmersdorf,52.47003,13.29195,2_room,2,48.7,2,5,A_plus,2026,250,under_construction,full_at_handover,True,True,False,Bülowstraße,U2,74,7.76,504000,10365,544758,11194,3.4
N002492,2024-03-22,NC0170,Gärten Tiergarten,ZIEGERT EverEstate,Tiergarten,Mitte,52.51449,13.34122,3_room,3,63.8,4,5,A,2026,120,under_construction,off_plan_30_70,True,True,False,Friedrichstraße,Stadtbahn,37,2.48,846000,13269,914197,14331,3.85
N002493,2025-01-07,NC0060,Hofgarten Köpenick,Adler Group,Köpenick (Ort),Treptow-Köpenick,52.45233,13.56942,2_room,2,71.9,2,6,A,2024,120,under_construction,off_plan_30_70,True,True,True,Lindauer Allee,U8,255,14.8,574000,7982,619534,8620,3.3
N002494,2023-07-31,NC0070,Gärten Haselhorst,Project Immobilien,Haselhorst,Spandau,52.53832,13.23662,2_room,2,58.5,4,8,A_plus,2025,50,under_construction,tranches_quarterly,True,True,False,Rohrdamm,U7,8,9.85,298000,5088,321550,5495,4.1
N002495,2024-02-22,NC0125,Hofgarten Rummelsburg,Investa Real Estate,Rummelsburg,Lichtenberg,52.50485,13.49207,4_room,4,137.0,4,5,A,2025,500,ready_within_6m,off_plan_30_70,True,True,True,Innsbrucker Platz,S Ringbahn,134,7.84,1004000,7326,1084335,7913,3.85
N002496,2025-01-31,NC0112,Domizil Heiligensee,Gewobag,Heiligensee,Reinickendorf,52.61741,13.23483,3_room,3,89.3,0,8,A_plus,2026,120,under_construction,full_at_handover,True,True,True,Zoologischer Garten S,Stadtbahn,172,14.82,573000,6425,619298,6939,3.3
N002497,2024-09-03,NC0141,Allee Prenzlauer,Adler Group,Prenzlauer Berg,Pankow,52.54883,13.43711,4_room,4,119.9,2,4,A,2024,120,under_construction,tranches_quarterly,True,False,False,Prenzlauer Allee S,S Ringbahn,10,5.41,1514000,12626,1635431,13637,3.5
N002498,2025-07-01,NC0034,Platz Wilmersdorf,GHL Berlin,Wilmersdorf,Charlottenburg-Wilmersdorf,52.49335,13.32526,2_room,2,58.6,3,5,A,2027,250,under_construction,70_30,True,False,False,Hohenzollerndamm S,S Ringbahn,13,4.37,711000,12139,768114,13111,3.1
N002499,2025-02-23,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,3_room,3,70.5,12,12,A_plus,2028,250,under_construction,full_at_handover,True,True,False,Ostbahnhof,Stadtbahn,53,7.31,512000,7264,553279,7845,3.3
N002500,2021-02-04,NC0097,Gärten Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.52929,13.28251,1_room,1,47.7,3,12,A_plus,2026,250,ready_within_6m,tranches_quarterly,True,True,True,Pankow U2,U2,114,6.6,386000,8092,416913,8739,1.1
N002501,2022-08-01,NC0120,Kiez Moabit,STADT UND LAND,Moabit,Mitte,52.52846,13.34076,3_room,3,98.3,5,5,B,2025,20,under_construction,tranches_quarterly,True,True,False,Friedenau S,S1,76,2.84,1020000,10370,1101371,11199,3.4
N002502,2024-03-09,NC0161,Lofts Gesundbrunnen,Vonovia,Gesundbrunnen,Mitte,52.54639,13.40089,5_room_plus,5,179.9,0,4,A,2027,20,under_construction,tranches_quarterly,True,True,False,Gesundbrunnen U,U8,13,3.7,1529000,8502,1651699,9182,3.85
N002503,2023-11-02,NC0013,Heimat Dahlem,Project Immobilien,Dahlem,Steglitz-Zehlendorf,52.45677,13.2746,1_room,1,33.0,2,4,A_plus,2026,120,under_construction,tranches_quarterly,True,True,False,Sundgauer Straße,S1,23,9.62,361000,10955,390000,11832,4.1
N002504,2021-08-20,NC0060,Hofgarten Köpenick,Adler Group,Köpenick (Ort),Treptow-Köpenick,52.45233,13.56942,2_room,2,45.8,4,6,B,2024,120,completed,off_plan_30_70,True,True,True,Bellevue,Stadtbahn,199,14.8,321000,6994,346177,7553,1.1
N002505,2021-06-09,NC0188,Wohnen Mitte,TAG Immobilien,Mitte (Ort),Mitte,52.52404,13.39209,3_room,3,118.0,0,12,A_plus,2028,50,under_construction,tranches_quarterly,True,True,True,Rathaus Neukölln,U7,71,1.3,1389000,11774,1500000,12716,1.1
N002506,2023-09-11,NC0038,Suites Biesdorf,Gewobag,Biesdorf,Marzahn-Hellersdorf,52.50544,13.53624,3_room,3,82.5,2,5,B,2027,120,ready_within_6m,tranches_quarterly,True,True,True,Bundesplatz,S Ringbahn,178,10.8,448000,5427,483479,5861,4.1
N002507,2023-02-17,NC0035,Domizil Pankow,STADT UND LAND,Pankow (Ort),Pankow,52.5715,13.40335,2_room,2,61.3,4,6,B,2027,500,ready_within_6m,70_30,True,True,True,Bernauer Straße,U8,50,6.38,510000,8313,550725,8978,3.85
N002508,2025-04-26,NC0110,Gärten Kladow,Deutsche Wohnen,Kladow,Spandau,52.45323,13.15348,2_room,2,64.1,4,5,A_plus,2026,250,ready_within_6m,tranches_quarterly,True,True,False,Wannsee,S1,46,16.72,405000,6319,437797,6825,3.3
N002509,2021-01-05,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,2_room,2,70.1,1,8,A_plus,2028,50,under_construction,70_30,False,True,False,Theodor-Heuss-Platz,U2,356,24.6,447000,6373,482766,6882,1.1
N002510,2023-03-21,NC0176,Heimat Spandau,Adler Group,Spandau (Ort),Spandau,52.53613,13.20092,3_room,3,79.4,5,5,A_plus,2027,500,completed,tranches_quarterly,True,True,True,Altstadt Spandau,U7,7,12.16,459000,5783,495604,6245,3.85
N002511,2025-05-12,NC0014,Residenz Friedrichshain,Becken,Friedrichshain,Friedrichshain-Kreuzberg,52.5174,13.4549,3_room,3,72.9,7,8,A_plus,2026,250,ready_within_6m,70_30,True,True,False,Schlesisches Tor,U1,25,5.23,775000,10634,837273,11485,3.3
N002512,2025-02-19,NC0192,Häuser Tiergarten,Vonovia,Tiergarten,Mitte,52.51595,13.35441,4_room,4,135.8,1,8,B,2025,120,ready_within_6m,tranches_quarterly,True,True,True,Tiergarten S,Stadtbahn,11,1.58,2084000,15352,2251216,16581,3.3
N002513,2023-10-19,NC0087,Lofts Karlshorst,Deutsche Wohnen,Karlshorst,Lichtenberg,52.49211,13.54465,3_room,3,108.3,0,8,A_plus,2026,20,completed,off_plan_30_70,True,True,False,Gneisenaustraße,U7,118,11.62,704000,6504,760702,7024,4.1
N002514,2021-02-21,NC0081,Residenz Hohenschönhausen,Deutsche Wohnen,Hohenschönhausen,Lichtenberg,52.56953,13.50701,1_room,1,36.9,1,5,A,2025,120,ready_within_6m,70_30,True,True,True,Rosa-Luxemburg-Platz,U2,102,10.56,200000,5424,216294,5858,1.1
N002515,2021-12-30,NC0072,Residenz Hermsdorf,Project Immobilien,Hermsdorf,Reinickendorf,52.61436,13.29377,3_room,3,90.3,7,12,A,2028,500,completed,full_at_handover,True,False,False,Richard-Wagner-Platz,U7,123,12.29,448000,4959,483553,5356,1.1
N002516,2024-10-09,NC0074,Domizil Köpenick,Groth Gruppe,Köpenick (Ort),Treptow-Köpenick,52.45197,13.59347,4_room,4,153.7,4,6,A,2028,120,under_construction,full_at_handover,True,True,False,Blaschkoallee,U7,126,16.27,1056000,6866,1139955,7415,3.5
N002517,2021-05-17,NC0120,Kiez Moabit,STADT UND LAND,Moabit,Mitte,52.52846,13.34076,3_room,3,105.4,0,5,A,2025,20,ready_within_6m,tranches_quarterly,True,True,False,Halemweg,U7,60,2.84,1051000,9969,1134766,10767,1.1
N002518,2024-12-20,NC0193,Suites Frohnau,Trockland,Frohnau,Reinickendorf,52.62697,13.29204,3_room,3,108.5,5,6,B,2027,20,ready_within_6m,off_plan_30_70,True,True,False,Voltastraße,U8,136,13.6,738000,6799,796703,7343,3.5
N002519,2024-02-06,NC0001,Pavillon Moabit,STADT UND LAND,Moabit,Mitte,52.53672,13.34552,3_room,3,64.2,3,12,A_plus,2028,120,completed,off_plan_30_70,True,True,False,Heinrich-Heine-Straße,U8,68,3.15,657000,10227,709156,11045,3.85
N002520,2024-12-07,NC0195,Suites Friedrichshain,Trockland,Friedrichshain,Friedrichshain-Kreuzberg,52.51916,13.46607,3_room,3,76.3,4,12,B,2025,50,completed,tranches_quarterly,True,True,False,Alexanderplatz S,Stadtbahn,47,5.99,796000,10437,860120,11272,3.5
N002521,2023-05-20,NC0089,Häuser Hellersdorf,Bonava,Hellersdorf,Marzahn-Hellersdorf,52.53272,13.5955,1_room,1,23.9,2,5,B,2024,50,under_construction,full_at_handover,True,True,True,Boddinstraße,U8,154,14.85,105000,4378,113001,4728,3.85
N002522,2023-05-20,NC0099,Allee Grünau,GAGFAH,Grünau,Treptow-Köpenick,52.40577,13.57903,2_room,2,74.2,5,5,A,2027,120,under_construction,full_at_handover,True,True,True,Görlitzer Bahnhof,U1,180,18.36,535000,7220,578170,7797,3.85
N002523,2024-10-11,NC0094,Carré Wartenberg,Deutsche Wohnen,Wartenberg,Lichtenberg,52.58811,13.50565,2_room,2,42.9,5,5,A,2027,120,ready_within_6m,off_plan_30_70,True,True,True,Greifswalder Straße,S Ringbahn,81,11.77,219000,5102,236662,5510,3.5
N002524,2025-08-27,NC0190,Kiez Frohnau,Investa Real Estate,Frohnau,Reinickendorf,52.6304,13.28628,2_room,2,71.8,2,6,A,2026,500,ready_within_6m,full_at_handover,True,True,False,Friedrichstraße,Stadtbahn,171,14.11,488000,6795,527024,7339,3.1
N002525,2021-07-19,NC0110,Gärten Kladow,Deutsche Wohnen,Kladow,Spandau,52.45323,13.15348,4_room,4,95.1,5,6,A,2026,250,completed,full_at_handover,True,True,False,Schlachtensee,S1,59,16.72,550000,5777,593486,6239,1.1
N002526,2024-05-09,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,2_room,2,52.6,1,5,A_plus,2028,50,completed,tranches_quarterly,True,True,True,Klosterstraße,U2,282,24.6,376000,7146,406338,7718,3.85
N002527,2026-03-15,NC0031,Platz Kreuzberg,Trockland,Kreuzberg,Friedrichshain-Kreuzberg,52.49945,13.39317,2_room,2,72.6,8,8,A_plus,2027,20,completed,tranches_quarterly,True,True,False,Karl-Marx-Straße,U7,54,2.15,833000,11475,899352,12393,3.1
N002528,2025-04-30,NC0164,Hofgarten Mariendorf,Bauwert,Mariendorf,Tempelhof-Schöneberg,52.44319,13.39109,2_room,2,57.8,4,4,B,2026,50,ready_within_6m,70_30,True,False,False,Botanischer Garten,S1,73,8.18,363000,6278,391904,6780,3.3
N002529,2023-11-01,NC0021,Towers Waidmannslust,STADT UND LAND,Waidmannslust,Reinickendorf,52.596,13.33523,4_room,4,128.5,7,8,A,2025,20,ready_within_6m,70_30,True,True,True,Rosenthaler Platz,U8,104,9.32,744000,5795,804009,6258,4.1
N002530,2022-06-13,NC0082,Gärten Lankwitz,Trockland,Lankwitz,Steglitz-Zehlendorf,52.4392,13.34618,1_room,1,37.7,4,5,A,2026,50,under_construction,full_at_handover,True,True,False,Neukölln S,S Ringbahn,86,8.84,288000,7640,311317,8251,1.8
N002531,2022-04-20,NC0191,Pavillon Schmargendorf,GHL Berlin,Schmargendorf,Charlottenburg-Wilmersdorf,52.47336,13.30436,2_room,2,43.1,10,12,A_plus,2027,20,ready_within_6m,tranches_quarterly,True,True,False,Friedenau S,S1,27,6.89,518000,12036,559773,12998,1.8
N002532,2025-08-28,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,5_room_plus,5,120.3,1,5,A_plus,2026,500,ready_within_6m,off_plan_30_70,True,True,True,Wilmersdorfer Straße,U7,4,4.96,1344000,11180,1451972,12074,3.1
N002533,2025-10-02,NC0142,Wohnen Tempelhof,Vonovia,Tempelhof,Tempelhof-Schöneberg,52.47691,13.3808,3_room,3,82.8,3,5,B,2028,50,ready_within_6m,full_at_handover,True,False,True,Kottbusser Tor U8,U8,46,4.39,681000,8231,735887,8890,3.1
N002534,2021-06-14,NC0097,Gärten Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.52929,13.28251,1_room,1,30.6,3,5,A_plus,2026,250,under_construction,full_at_handover,True,True,False,Mierendorffplatz,U7,17,6.6,259000,8483,279909,9162,1.1
N002535,2023-11-12,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,3_room,3,99.3,1,6,A_plus,2025,20,ready_within_6m,full_at_handover,False,True,True,Innsbrucker Platz,S Ringbahn,77,10.87,873000,8784,942394,9487,4.1
N002536,2024-07-01,NC0121,Residenz Pankow,Bauwert,Pankow (Ort),Pankow,52.58051,13.40476,2_room,2,52.8,0,12,A,2028,50,under_construction,tranches_quarterly,True,True,True,Gesundbrunnen S,S Ringbahn,48,7.37,464000,8775,500789,9476,3.5
N002537,2025-09-02,NC0082,Gärten Lankwitz,Trockland,Lankwitz,Steglitz-Zehlendorf,52.4392,13.34618,2_room,2,57.3,5,12,A,2026,50,under_construction,off_plan_30_70,True,True,False,Halensee S,S Ringbahn,89,8.84,467000,8146,504170,8797,3.1
N002538,2021-06-08,NC0198,Suites Steglitz,Diamona & Harnisch,Steglitz,Steglitz-Zehlendorf,52.44761,13.32587,1_room,1,43.2,1,8,B,2026,500,ready_within_6m,tranches_quarterly,True,True,False,Zoologischer Garten S,Stadtbahn,84,8.41,342000,7905,368966,8538,1.1
N002539,2025-02-05,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,2_room,2,53.7,0,4,A,2028,50,ready_within_6m,70_30,True,True,True,Rudow,U7,147,24.6,385000,7177,416307,7751,3.3
N002540,2021-01-11,NC0100,Kiez Buch,Project Immobilien,Buch,Pankow,52.63834,13.48809,4_room,4,83.3,2,4,A,2027,50,under_construction,tranches_quarterly,True,True,True,Jungfernheide U,U7,210,15.48,394000,4733,425700,5112,1.1
N002541,2021-04-28,NC0025,Kiez Köpenick,STADT UND LAND,Köpenick (Ort),Treptow-Köpenick,52.44686,13.56094,4_room,4,70.6,4,12,A_plus,2027,500,under_construction,70_30,True,True,True,Kottbusser Tor U8,U8,139,14.62,506000,7164,546155,7737,1.1
N002542,2025-11-03,NC0097,Gärten Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.52929,13.28251,4_room,4,107.0,1,4,A_plus,2026,250,ready_within_6m,full_at_handover,True,True,True,Mohrenstraße,U2,95,6.6,1122000,10486,1211462,11324,3.1
N002543,2022-10-24,NC0150,Residenz Grunewald,ZIEGERT EverEstate,Grunewald,Charlottenburg-Wilmersdorf,52.48826,13.2541,2_room,2,63.6,0,8,A,2025,20,under_construction,tranches_quarterly,True,True,False,Westkreuz,S Ringbahn,34,8.93,968000,15235,1045757,16454,3.4
N002544,2026-01-08,NC0028,Quartier Pankow,Stofanel,Pankow (Ort),Pankow,52.56446,13.40181,4_room,4,115.0,6,6,A,2027,500,completed,tranches_quarterly,True,False,True,Jakob-Kaiser-Platz,U7,100,5.6,966000,8399,1043303,9071,3.1
N002545,2026-01-23,NC0032,Suites Hermsdorf,Bonava,Hermsdorf,Reinickendorf,52.6215,13.30255,4_room,4,111.5,4,4,A_plus,2026,250,under_construction,tranches_quarterly,True,True,True,Osloer Straße,U8,114,12.75,732000,6559,790050,7084,3.1
N002546,2025-08-01,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,2_room,2,59.5,4,5,A_plus,2026,250,ready_within_6m,tranches_quarterly,True,True,True,Kleistpark,U7,100,8.49,458000,7691,494598,8306,3.1
N002547,2021-12-31,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,3_room,3,79.0,5,5,A_plus,2027,20,under_construction,tranches_quarterly,True,True,False,Johannisthaler Chaussee,U7,22,8.86,439000,5553,474049,5998,1.1
N002548,2023-02-04,NC0031,Platz Kreuzberg,Trockland,Kreuzberg,Friedrichshain-Kreuzberg,52.49945,13.39317,4_room,4,112.2,2,5,A_plus,2027,20,completed,full_at_handover,True,True,True,Gleisdreieck,U1,15,2.15,1259000,11226,1359730,12124,3.85
N002549,2025-04-17,NC0171,Wohnen Frohnau,Diamona & Harnisch,Frohnau,Reinickendorf,52.63789,13.28948,4_room,4,125.9,1,6,A_plus,2025,20,under_construction,tranches_quarterly,True,False,False,Brandenburger Tor S,S1,178,14.78,745000,5916,804193,6389,3.3
