id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,year_built,building_era,energy_class,position,condition,has_lift,has_balcony,has_cellar,has_parking,transit_station,transit_line,transit_distance_min,transit_distance_type,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
S000447,2024-06-21,Siemensstadt,Spandau,low,52.53475,13.26047,3_room,3,78.3,5,5,1958,post_war_1949_1990,H,seitenflügel,kernsaniert,True,True,True,False,Jungfernheide U,U7,15,tram_bus,8.19,232000,2967,250847,3205,3.85
S000448,2025-08-15,Wartenberg,Lichtenberg,low,52.586,13.51229,2_room,2,55.1,4,4,2007,modern_1990_2010,C,vorderhaus,renovierungsbedürftig,True,True,False,True,Ostkreuz,S Ringbahn,43,tram_bus,11.95,135000,2445,145587,2640,3.1
S000449,2023-07-04,Friedrichshagen,Treptow-Köpenick,medium,52.45644,13.62246,2_room,2,57.7,2,6,1988,post_war_1949_1990,F,seitenflügel,modernisiert,True,False,True,False,Mendelssohn-Bartholdy,U2,76,tram_bus,17.86,144000,2497,155657,2696,4.1
S000450,2022-04-13,Borsigwalde,Reinickendorf,low,52.58352,13.29634,3_room,3,49.8,0,5,1897,altbau_pre_1949,G,vorderhaus,kernsaniert,False,True,True,True,Richard-Wagner-Platz,U7,36,tram_bus,9.28,144000,2897,155691,3128,1.8
S000451,2024-06-13,Gesundbrunnen,Mitte,medium,52.55016,13.37217,2_room,2,49.6,5,5,1913,altbau_pre_1949,G,vorderhaus,saniert,False,False,True,True,Gleisdreieck,U1,31,tram_bus,3.78,179000,3618,193673,3908,3.85
S000452,2024-05-02,Prenzlauer Berg,Pankow,high,52.53518,13.41302,1_room,1,39.3,3,4,1911,altbau_pre_1949,D,seitenflügel,kernsaniert,False,False,False,True,Greifswalder Straße,S Ringbahn,13,tram_bus,3.18,294000,7481,317173,8079,3.85
S000453,2022-04-11,Lichtenberg (Ort),Lichtenberg,medium,52.51262,13.48795,2_room,2,74.2,3,6,1976,post_war_1949_1990,G,vorderhaus,saniert,True,False,True,True,Residenzstraße,U8,51,tram_bus,7.47,259000,3494,279813,3773,1.8
S000454,2022-06-25,Kaulsdorf,Marzahn-Hellersdorf,low,52.50569,13.6059,4_room,4,89.5,4,6,1990,modern_1990_2010,C,gartenhaus,saniert,True,False,False,False,Hackescher Markt,Stadtbahn,57,tram_bus,15.49,222000,2478,239674,2677,1.8
S000455,2024-02-14,Kladow,Spandau,medium,52.45564,13.11831,2_room,2,48.6,0,5,1938,altbau_pre_1949,E,vorderhaus,renoviert,False,True,True,True,Fehrbelliner Platz,U7,53,tram_bus,18.81,147000,3023,158581,3265,3.85
S000456,2020-04-10,Weißensee,Pankow,medium,52.54138,13.46433,3_room,3,74.0,1,5,1957,post_war_1949_1990,E,vorderhaus,kernsaniert,True,True,False,False,Gleisdreieck,U1,40,tram_bus,6.49,240000,3239,258792,3498,1.1
S000457,2024-04-15,Friedrichshagen,Treptow-Köpenick,medium,52.44835,13.65152,2_room,2,59.5,1,4,1944,altbau_pre_1949,E,seitenflügel,renovierungsbedürftig,False,True,False,False,Kottbusser Tor,U1,64,tram_bus,20.02,160000,2682,172478,2897,3.85
S000458,2023-02-08,Mahlsdorf,Marzahn-Hellersdorf,low,52.49656,13.63472,1_room,1,33.5,4,8,2000,modern_1990_2010,E,vorderhaus,modernisiert,False,False,False,False,Jannowitzbrücke,Stadtbahn,64,tram_bus,17.53,71000,2124,76902,2294,3.85
S000459,2025-06-04,Wannsee,Steglitz-Zehlendorf,high,52.42235,13.16514,3_room,3,70.6,1,3,1939,altbau_pre_1949,E,vorderhaus,modernisiert,False,True,False,False,Siemensdamm,U7,65,tram_bus,17.79,377000,5345,407686,5773,3.3
S000460,2022-08-09,Plänterwald,Treptow-Köpenick,medium,52.48295,13.48373,4_room,4,101.2,3,5,2018,new_post_2010,B,vorderhaus,renoviert,True,False,True,False,Hermannplatz,U7,22,tram_bus,8.08,600000,5928,647667,6403,3.4
S000461,2022-08-12,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51486,13.29747,2_room,2,85.5,5,5,2020,new_post_2010,B,seitenflügel,modernisiert,True,True,True,False,Senefelderplatz,U2,35,tram_bus,5.43,767000,8980,828883,9698,3.4
S000462,2020-02-26,Grünau,Treptow-Köpenick,medium,52.40739,13.56059,4_room,4,128.0,5,12,1927,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,False,False,False,False,Rudow,U7,30,tram_bus,17.33,202000,1575,217775,1701,1.1
S000463,2024-06-27,Frohnau,Reinickendorf,medium,52.63411,13.27887,4_room,4,111.4,0,4,2000,modern_1990_2010,F,vorderhaus,saniert,True,True,False,False,Wittenau U,U8,28,tram_bus,14.7,410000,3685,443176,3980,3.85
S000464,2024-10-05,Wittenau,Reinickendorf,low,52.58659,13.31278,2_room,2,46.2,0,12,1927,altbau_pre_1949,D,seitenflügel,saniert,False,False,True,False,Mierendorffplatz,U7,35,tram_bus,8.96,142000,3071,153063,3317,3.5
S000465,2026-04-07,Reinickendorf (Ort),Reinickendorf,low,52.56643,13.33038,1_room,1,41.8,3,3,1970,post_war_1949_1990,G,vorderhaus,saniert,False,False,True,False,Landsberger Allee,S Ringbahn,45,tram_bus,6.43,90000,2156,97235,2328,3.1
S000466,2023-07-11,Hellersdorf,Marzahn-Hellersdorf,low,52.54642,13.59962,1_room,1,39.7,2,6,1979,post_war_1949_1990,E,vorderhaus,modernisiert,False,True,True,False,Rathaus Neukölln,U7,59,tram_bus,15.38,75000,1903,81526,2055,4.1
S000467,2024-06-02,Plänterwald,Treptow-Köpenick,medium,52.4866,13.47742,3_room,3,73.3,6,6,2008,modern_1990_2010,E,vorderhaus,modernisiert,True,True,False,False,Rathaus Neukölln,U7,17,tram_bus,7.51,292000,3989,315668,4309,3.85
S000468,2024-01-20,Gropiusstadt,Neukölln,low,52.43656,13.45666,1_room,1,37.5,5,8,1921,altbau_pre_1949,F,seitenflügel,kernsaniert,False,False,False,True,Lipschitzallee,U7,3,walk,10.35,127000,3383,137168,3654,3.85
S000469,2021-06-21,Pankow (Ort),Pankow,medium,52.57028,13.40307,2_room,2,60.9,5,6,2020,new_post_2010,A,vorderhaus,kernsaniert,True,True,True,True,Pankow U2,U2,4,walk,6.24,517000,8481,557867,9159,1.1
S000470,2025-04-27,Staaken,Spandau,low,52.52608,13.14726,3_room,3,83.6,1,3,1953,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,False,False,True,False,Lichterfelde West,S1,69,tram_bus,15.63,142000,1702,153609,1838,3.3
S000471,2023-12-14,Malchow,Lichtenberg,low,52.56764,13.4705,1_room,1,44.7,1,4,2010,new_post_2010,A,seitenflügel,modernisiert,True,True,True,False,Warschauer Straße S,Stadtbahn,39,tram_bus,8.48,178000,3972,191877,4290,4.1
S000472,2021-06-20,Friedrichsfelde,Lichtenberg,low,52.51182,13.52141,1_room,1,47.0,1,5,1981,post_war_1949_1990,D,hinterhaus,modernisiert,False,True,True,False,Ostkreuz,S Ringbahn,21,tram_bus,9.74,126000,2683,136161,2898,1.1
S000473,2021-04-27,Staaken,Spandau,low,52.54061,13.15303,4_room,4,84.6,0,8,2011,new_post_2010,A,seitenflügel,modernisiert,True,False,False,False,Theodor-Heuss-Platz,U2,45,tram_bus,15.44,215000,2538,231774,2741,1.1
S000474,2020-03-26,Hansaviertel,Mitte,high,52.51997,13.33866,3_room,3,86.9,0,6,1991,modern_1990_2010,B,hinterhaus,saniert,True,True,True,True,Friedrichstraße,Stadtbahn,18,tram_bus,2.67,585000,6740,632257,7280,1.1
S000475,2025-11-28,Biesdorf,Marzahn-Hellersdorf,low,52.50006,13.56224,1_room,1,48.0,5,5,1968,post_war_1949_1990,H,hinterhaus,saniert,True,True,True,False,Leinestraße,U8,41,tram_bus,12.62,88000,1832,95064,1979,3.1
S000476,2023-08-31,Marienfelde,Tempelhof-Schöneberg,low,52.41079,13.36884,1_room,1,38.7,0,8,1979,post_war_1949_1990,F,gartenhaus,modernisiert,True,False,True,False,Hermannplatz,U7,39,tram_bus,11.75,105000,2706,112965,2922,4.1
S000477,2022-06-27,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47936,13.28732,2_room,2,76.0,5,6,1953,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,True,False,Brandenburger Tor S,S1,32,tram_bus,7.37,312000,4099,336620,4426,1.8
S000478,2024-11-09,Reinickendorf (Ort),Reinickendorf,low,52.56023,13.32238,1_room,1,42.4,1,3,2017,new_post_2010,A,seitenflügel,renovierungsbedürftig,True,True,True,False,Bismarckstraße,U7,34,tram_bus,6.15,153000,3619,165631,3908,3.5
S000479,2025-03-28,Britz,Neukölln,low,52.45181,13.45092,1_room,1,38.6,3,6,1955,post_war_1949_1990,F,vorderhaus,kernsaniert,True,True,True,True,Schöneberg S,S Ringbahn,36,tram_bus,8.72,142000,3675,153357,3969,3.3
S000480,2023-04-24,Friedrichshagen,Treptow-Köpenick,medium,52.45481,13.61466,3_room,3,81.9,2,4,2010,new_post_2010,A_plus,gartenhaus,modernisiert,True,True,False,True,Rosa-Luxemburg-Platz,U2,70,tram_bus,17.44,414000,5054,447004,5458,3.85
S000481,2023-06-22,Steglitz,Steglitz-Zehlendorf,medium,52.46027,13.33075,2_room,2,56.1,3,6,2001,modern_1990_2010,E,vorderhaus,modernisiert,True,True,True,False,Savignyplatz,Stadtbahn,26,tram_bus,6.99,283000,5041,305353,5445,3.85
S000482,2023-09-15,Falkenhagener Feld,Spandau,low,52.54079,13.18997,2_room,2,67.2,3,5,1998,modern_1990_2010,C,vorderhaus,kernsaniert,False,False,True,True,Friedenau S,S1,55,tram_bus,12.99,225000,3344,242729,3612,4.1
S000483,2021-03-12,Britz,Neukölln,low,52.45302,13.45225,3_room,3,86.2,6,6,1977,post_war_1949_1990,F,vorderhaus,renoviert,False,False,False,False,Leinestraße,U8,17,tram_bus,8.66,151000,1755,163389,1895,1.1
S000484,2020-12-06,Lichtenberg (Ort),Lichtenberg,medium,52.51344,13.49932,3_room,3,78.3,1,4,2018,new_post_2010,A_plus,vorderhaus,kernsaniert,True,False,False,False,Hausvogteiplatz,U2,35,tram_bus,8.24,397000,5068,428353,5473,1.1
S000485,2021-12-12,Karlshorst,Lichtenberg,medium,52.482,13.52373,2_room,2,64.8,6,8,1949,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,True,False,Ostbahnhof,Stadtbahn,33,tram_bus,10.6,193000,2980,208522,3219,1.1
S000486,2024-06-12,Frohnau,Reinickendorf,medium,52.635,13.29181,4_room,4,119.3,3,6,1994,modern_1990_2010,C,vorderhaus,modernisiert,True,True,True,False,Jungfernheide U,U7,49,tram_bus,14.42,642000,5381,693124,5812,3.85
S000487,2025-01-07,Spandau (Ort),Spandau,low,52.53396,13.20762,2_room,2,56.3,0,8,1881,altbau_pre_1949,G,seitenflügel,kernsaniert,False,False,True,False,Schöneberg S,S Ringbahn,58,tram_bus,11.67,134000,2382,144894,2573,3.3
S000488,2025-09-04,Lichtenrade,Tempelhof-Schöneberg,low,52.38862,13.40519,2_room,2,62.1,5,8,1963,post_war_1949_1990,B,hinterhaus,saniert,False,False,True,False,Schlachtensee,S1,56,tram_bus,14.32,193000,3107,208498,3355,3.1
S000489,2023-05-07,Neukölln (Ort),Neukölln,medium,52.48014,13.42145,2_room,2,44.5,0,5,2018,new_post_2010,A_plus,seitenflügel,saniert,True,True,False,False,Hermannstraße,U8,10,tram_bus,4.99,286000,6425,308569,6939,3.85
S000490,2023-10-14,Rummelsburg,Lichtenberg,medium,52.51102,13.49829,1_room,1,28.8,8,12,1974,post_war_1949_1990,C,gartenhaus,saniert,True,True,True,False,Hermannstraße,U8,25,tram_bus,8.18,100000,3457,107521,3733,4.1
S000491,2023-06-27,Hermsdorf,Reinickendorf,medium,52.62627,13.28416,3_room,3,100.1,2,6,2002,modern_1990_2010,D,hinterhaus,saniert,True,False,True,False,Beusselstraße,S Ringbahn,41,tram_bus,13.77,355000,3550,383817,3834,3.85
S000492,2022-11-28,Buch,Pankow,low,52.6473,13.49232,3_room,3,99.0,2,6,1997,modern_1990_2010,F,hinterhaus,modernisiert,False,True,True,True,Bernauer Straße,U8,59,tram_bus,16.5,198000,1997,213440,2156,3.4
S000493,2023-05-19,Buckow,Neukölln,low,52.42584,13.43259,1_room,1,50.4,2,5,1954,post_war_1949_1990,E,seitenflügel,modernisiert,True,False,True,True,Lipschitzallee,U7,14,tram_bus,10.72,148000,2941,160035,3176,3.85
S000494,2025-06-21,Zehlendorf,Steglitz-Zehlendorf,high,52.41902,13.26809,1_room,1,39.0,6,12,1975,post_war_1949_1990,D,hinterhaus,saniert,True,True,True,False,Zehlendorf S,S1,3,walk,13.12,234000,5993,252374,6473,3.3
S000495,2024-05-04,Mariendorf,Tempelhof-Schöneberg,medium,52.43767,13.39231,1_room,1,27.7,2,12,1921,altbau_pre_1949,G,vorderhaus,renoviert,False,False,True,False,Warschauer Straße,U1,43,tram_bus,8.8,97000,3510,104933,3791,3.85
S000496,2020-06-13,Mahlsdorf,Marzahn-Hellersdorf,low,52.50778,13.62564,1_room,1,36.7,2,5,1888,altbau_pre_1949,H,vorderhaus,modernisiert,False,True,True,True,Gneisenaustraße,U7,64,tram_bus,16.81,66000,1808,71698,1953,1.1
S000497,2026-03-14,Müggelheim,Treptow-Köpenick,low,52.42031,13.67467,1_room,1,24.4,0,4,1956,post_war_1949_1990,E,vorderhaus,saniert,True,False,False,True,Heidelberger Platz,S Ringbahn,107,tram_bus,22.77,67000,2743,72226,2963,3.1
S000498,2020-07-14,Marzahn,Marzahn-Hellersdorf,low,52.55626,13.54213,2_room,2,50.5,0,4,1968,post_war_1949_1990,F,seitenflügel,kernsaniert,False,True,True,False,Senefelderplatz,U2,45,tram_bus,11.98,72000,1416,77287,1529,1.1
S000499,2021-08-15,Plänterwald,Treptow-Köpenick,medium,52.48052,13.47456,1_room,1,44.1,3,5,1902,altbau_pre_1949,C,hinterhaus,modernisiert,True,True,True,True,Wilmersdorfer Straße,U7,54,tram_bus,7.67,206000,4667,222402,5041,1.1
S000500,2020-11-17,Schöneberg,Tempelhof-Schöneberg,high,52.47878,13.35479,2_room,2,62.5,1,3,1974,post_war_1949_1990,C,hinterhaus,renovierungsbedürftig,False,True,True,True,Möckernbrücke,U1,18,tram_bus,4.45,242000,3875,261617,4185,1.1
S000501,2023-02-13,Neukölln (Ort),Neukölln,medium,52.47983,13.44556,3_room,3,85.1,2,5,2023,new_post_2010,A,vorderhaus,modernisiert,True,True,True,False,Karl-Marx-Straße,U7,13,walk,6.13,574000,6744,619443,7283,3.85
S000502,2024-12-19,Gropiusstadt,Neukölln,low,52.4251,13.48781,1_room,1,30.4,3,4,2007,modern_1990_2010,C,seitenflügel,kernsaniert,True,True,True,False,Britz-Süd,U7,13,tram_bus,12.59,132000,4357,143004,4705,3.5
S000503,2021-09-15,Pankow (Ort),Pankow,medium,52.5663,13.40512,1_room,1,32.6,4,4,1921,altbau_pre_1949,E,seitenflügel,modernisiert,False,True,False,False,Pankow U2,U2,2,walk,5.86,130000,3996,140504,4316,1.1
S000504,2023-02-14,Borsigwalde,Reinickendorf,low,52.57516,13.29898,3_room,3,73.5,4,5,1996,modern_1990_2010,B,seitenflügel,saniert,False,True,True,True,Eisenacher Straße,U7,56,tram_bus,8.44,203000,2765,219605,2986,3.85
S000505,2025-08-08,Köpenick (Ort),Treptow-Köpenick,medium,52.44824,13.57549,4_room,4,128.2,4,6,1971,post_war_1949_1990,E,seitenflügel,saniert,True,True,True,True,Rathaus Reinickendorf,U8,97,tram_bus,15.38,470000,3667,507692,3960,3.1
S000506,2021-08-30,Tiergarten,Mitte,high,52.51253,13.34877,4_room,4,140.6,11,12,1949,post_war_1949_1990,G,vorderhaus,kernsaniert,False,False,False,False,Tiergarten S,Stadtbahn,4,walk,2.0,757000,5385,817423,5815,1.1
S000507,2025-07-17,Marzahn,Marzahn-Hellersdorf,low,52.55298,13.54751,3_room,3,105.9,3,4,1945,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,True,True,False,Ostkreuz,S Ringbahn,32,tram_bus,12.19,168000,1588,181702,1715,3.1
S000508,2022-04-01,Westend,Charlottenburg-Wilmersdorf,high,52.51539,13.265,3_room,3,89.0,0,5,1994,modern_1990_2010,D,gartenhaus,modernisiert,True,True,True,False,Charlottenburg S,Stadtbahn,18,tram_bus,7.63,549000,6171,593274,6665,1.8
S000509,2021-04-23,Rudow,Neukölln,low,52.41743,13.4876,1_room,1,36.1,3,8,1921,altbau_pre_1949,F,vorderhaus,modernisiert,False,True,True,False,Zoologischer Garten,U2,66,tram_bus,13.28,98000,2727,106350,2945,1.1
S000510,2020-04-21,Britz,Neukölln,low,52.45218,13.46097,1_room,1,24.6,4,6,2022,new_post_2010,A_plus,vorderhaus,saniert,True,True,False,True,Johannisthaler Chaussee,U7,14,tram_bus,9.09,141000,5732,152404,6191,1.1
S000511,2022-06-28,Pankow (Ort),Pankow,medium,52.57622,13.38936,1_room,1,30.5,5,5,1902,altbau_pre_1949,E,gartenhaus,kernsaniert,False,False,True,False,Pankow U2,U2,4,walk,6.71,156000,5099,167986,5507,1.8
S000512,2021-09-09,Tempelhof,Tempelhof-Schöneberg,medium,52.46249,13.4012,2_room,2,54.3,3,4,1987,post_war_1949_1990,G,hinterhaus,modernisiert,False,True,True,False,Hackescher Markt,Stadtbahn,29,tram_bus,6.19,113000,2087,122338,2254,1.1
S000513,2022-03-21,Hohenschönhausen,Lichtenberg,low,52.56569,13.50354,2_room,2,64.6,2,4,2009,modern_1990_2010,F,vorderhaus,renoviert,True,False,True,True,Greifswalder Straße,S Ringbahn,24,tram_bus,10.13,205000,3167,221095,3420,1.8
S000514,2025-09-21,Hohenschönhausen,Lichtenberg,low,52.55306,13.50498,2_room,2,66.6,3,4,1968,post_war_1949_1990,H,vorderhaus,modernisiert,False,False,True,False,Landsberger Allee,S Ringbahn,22,tram_bus,9.53,111000,1668,120044,1801,3.1
S000515,2022-05-01,Lichtenberg (Ort),Lichtenberg,medium,52.51679,13.49195,1_room,1,35.4,4,5,1986,post_war_1949_1990,G,vorderhaus,kernsaniert,True,True,True,True,Frankfurter Allee,S Ringbahn,13,tram_bus,7.73,149000,4191,160405,4526,1.8
S000516,2022-01-20,Siemensstadt,Spandau,low,52.54055,13.2694,4_room,4,78.1,4,6,1942,altbau_pre_1949,C,vorderhaus,kernsaniert,True,True,True,False,Siemensdamm,U7,13,walk,7.81,318000,4074,343436,4400,1.8
S000517,2024-01-24,Baumschulenweg,Treptow-Köpenick,medium,52.46486,13.47449,4_room,4,148.4,2,5,1882,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,True,False,Ostbahnhof,Stadtbahn,26,tram_bus,8.7,468000,3154,505596,3406,3.85
S000518,2020-07-27,Schmöckwitz,Treptow-Köpenick,medium,52.38049,13.6522,3_room,3,92.8,2,5,2019,new_post_2010,A,hinterhaus,modernisiert,True,False,True,True,Parchimer Allee,U7,72,tram_bus,23.96,317000,3415,342215,3688,1.1
S000519,2022-12-04,Buckow,Neukölln,low,52.42552,13.42495,1_room,1,36.6,5,5,1904,altbau_pre_1949,D,vorderhaus,modernisiert,False,True,True,True,Britz-Süd,U7,11,tram_bus,10.59,113000,3092,122320,3339,3.4
S000520,2020-02-18,Kreuzberg,Friedrichshain-Kreuzberg,high,52.4913,13.39152,3_room,3,105.7,11,12,1957,post_war_1949_1990,B,hinterhaus,kernsaniert,False,True,False,True,Rathaus Neukölln,U7,22,tram_bus,2.93,482000,4561,520845,4926,1.1
S000521,2022-03-13,Halensee,Charlottenburg-Wilmersdorf,high,52.48474,13.3015,2_room,2,65.5,0,6,1976,post_war_1949_1990,C,hinterhaus,renovierungsbedürftig,True,True,True,False,Wittenbergplatz,U1,15,tram_bus,6.24,279000,4260,301494,4601,1.8
S000522,2023-10-13,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49633,13.40122,2_room,2,50.4,5,6,1906,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,False,True,True,False,Yorckstraße,U7,10,tram_bus,2.73,221000,4384,238717,4735,4.1
S000523,2024-08-14,Falkenhagener Feld,Spandau,low,52.557,13.16504,3_room,3,105.3,1,5,1982,post_war_1949_1990,H,vorderhaus,modernisiert,True,True,False,True,Frankfurter Allee,S Ringbahn,86,tram_bus,15.08,190000,1805,205322,1950,3.5
S000524,2024-12-25,Hellersdorf,Marzahn-Hellersdorf,low,52.52899,13.6119,2_room,2,66.2,11,12,1963,post_war_1949_1990,D,seitenflügel,renoviert,False,True,True,True,Hermannstraße,U8,63,tram_bus,15.91,89000,1341,95813,1448,3.5
S000525,2020-12-02,Lübars,Reinickendorf,medium,52.59287,13.35728,2_room,2,70.7,0,4,1926,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,True,False,Charlottenburg S,Stadtbahn,55,tram_bus,8.63,175000,2475,188887,2673,1.1
S000526,2024-09-16,Lankwitz,Steglitz-Zehlendorf,medium,52.44423,13.3432,1_room,1,32.1,2,5,1984,post_war_1949_1990,F,seitenflügel,modernisiert,True,True,True,True,Südkreuz,S Ringbahn,26,tram_bus,8.35,117000,3645,126180,3936,3.5
S000527,2021-01-05,Karow,Pankow,low,52.61229,13.48146,4_room,4,80.9,0,5,1999,modern_1990_2010,A,vorderhaus,renoviert,True,False,False,False,Landsberger Allee,S Ringbahn,46,tram_bus,12.77,197000,2441,213201,2637,1.1
S000528,2020-09-27,Friedrichsfelde,Lichtenberg,low,52.50731,13.53026,2_room,2,62.3,1,5,1965,post_war_1949_1990,D,vorderhaus,modernisiert,True,False,True,False,Treptower Park,S Ringbahn,22,tram_bus,10.37,172000,2757,185591,2978,1.1
S000529,2021-07-21,Buch,Pankow,low,52.62889,13.50955,3_room,3,108.0,4,5,1889,altbau_pre_1949,B,hinterhaus,kernsaniert,False,False,True,False,Innsbrucker Platz,S Ringbahn,87,tram_bus,15.37,278000,2573,300085,2779,1.1
S000530,2025-09-21,Moabit,Mitte,medium,52.52566,13.34395,3_room,3,78.5,5,5,1924,altbau_pre_1949,F,gartenhaus,saniert,False,True,True,False,Rosenthaler Platz,U8,24,tram_bus,2.51,425000,5406,458510,5839,3.1
S000531,2022-05-14,Märkisches Viertel,Reinickendorf,low,52.60259,13.35214,2_room,2,74.1,2,5,2002,modern_1990_2010,B,vorderhaus,renovierungsbedürftig,True,False,True,False,Rathaus Reinickendorf,U8,16,tram_bus,9.75,219000,2957,236752,3194,1.8
S000532,2024-08-14,Wittenau,Reinickendorf,low,52.59357,13.33651,4_room,4,107.8,4,6,1979,post_war_1949_1990,G,hinterhaus,renoviert,False,False,True,False,Rathaus Spandau,U7,49,tram_bus,9.03,223000,2067,240802,2233,3.5
S000533,2025-11-09,Wittenau,Reinickendorf,low,52.5869,13.31862,4_room,4,78.3,0,5,1956,post_war_1949_1990,C,hinterhaus,renovierungsbedürftig,True,True,True,False,Wittenau U,U8,3,walk,8.81,223000,2849,240901,3077,3.1
S000534,2024-08-09,Marienfelde,Tempelhof-Schöneberg,low,52.42045,13.36453,3_room,3,75.8,6,6,1953,post_war_1949_1990,E,vorderhaus,modernisiert,False,False,True,False,Fehrbelliner Platz,U7,41,tram_bus,10.69,216000,2853,233435,3081,3.5
S000535,2021-01-31,Plänterwald,Treptow-Köpenick,medium,52.4886,13.46827,4_room,4,118.5,5,5,1933,altbau_pre_1949,G,vorderhaus,saniert,False,True,True,False,Hermannstraße,U8,17,tram_bus,6.86,394000,3325,425574,3591,1.1
S000536,2026-03-10,Kaulsdorf,Marzahn-Hellersdorf,low,52.50212,13.58642,2_room,2,64.8,3,8,1981,post_war_1949_1990,E,vorderhaus,renoviert,True,False,True,False,Prenzlauer Allee S,S Ringbahn,51,tram_bus,14.21,122000,1888,132045,2039,3.1
S000537,2020-02-22,Wartenberg,Lichtenberg,low,52.58749,13.51148,3_room,3,83.3,4,5,1978,post_war_1949_1990,D,gartenhaus,renovierungsbedürftig,False,True,True,False,Storkower Straße,S Ringbahn,32,tram_bus,12.02,85000,1018,91624,1099,1.1
S000538,2022-07-31,Karow,Pankow,low,52.61374,13.46126,3_room,3,88.2,7,8,1886,altbau_pre_1949,H,seitenflügel,saniert,False,True,True,True,Residenzstraße,U8,46,tram_bus,12.22,238000,2697,256977,2913,3.4
S000539,2023-01-10,Gesundbrunnen,Mitte,medium,52.55942,13.37727,2_room,2,62.4,2,8,1896,altbau_pre_1949,G,hinterhaus,renovierungsbedürftig,True,False,True,False,Bernauer Straße,U8,9,tram_bus,4.79,186000,2972,200447,3210,3.85
S000540,2022-09-18,Friedrichsfelde,Lichtenberg,low,52.50365,13.51857,2_room,2,53.5,3,6,1978,post_war_1949_1990,F,seitenflügel,modernisiert,True,True,False,False,Frankfurter Allee,S Ringbahn,14,tram_bus,9.64,144000,2685,155050,2900,3.4
S000541,2026-03-05,Zehlendorf,Steglitz-Zehlendorf,high,52.42046,13.27089,1_room,1,32.7,2,5,1957,post_war_1949_1990,F,vorderhaus,modernisiert,False,False,True,True,Zehlendorf S,S1,2,walk,12.88,168000,5147,181820,5558,3.1
S000542,2023-05-24,Gatow,Spandau,medium,52.48382,13.18206,2_room,2,49.0,4,5,2017,new_post_2010,A,hinterhaus,saniert,True,True,True,False,Schlachtensee,S1,28,tram_bus,13.73,218000,4450,235314,4806,3.85
S000543,2023-05-15,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49641,13.4093,1_room,1,29.0,3,4,2018,new_post_2010,C,vorderhaus,saniert,True,False,True,True,Möckernbrücke,U1,12,tram_bus,3.08,276000,9496,297899,10256,3.85
S000544,2020-12-28,Friedrichsfelde,Lichtenberg,low,52.50977,13.51526,1_room,1,22.1,0,12,1985,post_war_1949_1990,D,hinterhaus,kernsaniert,True,False,True,False,Schönleinstraße,U8,34,tram_bus,9.34,50000,2265,54069,2446,1.1
S000545,2025-09-21,Alt-Treptow,Treptow-Köpenick,medium,52.49074,13.43965,2_room,2,73.2,3,8,1920,altbau_pre_1949,D,vorderhaus,saniert,False,True,True,False,Hermannplatz U8,U8,16,tram_bus,5.07,413000,5639,446083,6090,3.1
S000546,2024-05-17,Kaulsdorf,Marzahn-Hellersdorf,low,52.50323,13.59142,3_room,3,58.8,1,5,1954,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,True,True,Görlitzer Bahnhof,U1,48,tram_bus,14.54,134000,2277,144668,2459,3.85
S000547,2020-07-17,Märkisches Viertel,Reinickendorf,low,52.60678,13.33526,2_room,2,60.9,2,3,1936,altbau_pre_1949,F,seitenflügel,kernsaniert,False,True,False,False,Pankstraße,U8,29,tram_bus,10.46,152000,2496,164149,2696,1.1
S000548,2025-07-10,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49734,13.40605,2_room,2,64.3,5,5,1900,altbau_pre_1949,G,vorderhaus,saniert,False,True,True,True,Hausvogteiplatz,U2,12,tram_bus,2.85,419000,6513,452120,7034,3.1
S000549,2023-04-20,Grunewald,Charlottenburg-Wilmersdorf,high,52.48338,13.2498,4_room,4,104.6,2,4,1951,post_war_1949_1990,F,seitenflügel,saniert,False,True,True,True,Bundesplatz,S Ringbahn,29,tram_bus,9.4,628000,6004,678512,6484,3.85
S000550,2023-10-25,Moabit,Mitte,medium,52.52844,13.34181,3_room,3,132.3,0,3,1958,post_war_1949_1990,D,hinterhaus,kernsaniert,False,False,True,False,Beusselstraße,S Ringbahn,10,walk,2.78,705000,5325,761096,5751,4.1
