id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd
R000497,2021-08-26,Rudow,Neukölln,low,52.40816,13.48514,3_room,3,111.3,1,3,altbau_pre_1949,E,seitenflügel,modernisiert,False,False,False,Rudow,U7,2,14.06,1282,409,1691,11.51,True,2,1826
R000498,2023-11-08,Kreuzberg,Friedrichshain-Kreuzberg,high,52.4925,13.4026,3_room,3,89.2,2,3,post_war_1949_1990,F,vorderhaus,saniert,False,True,False,Rosenthaler Platz,U8,41,3.14,1404,475,1880,15.74,True,3,2030
R000499,2021-02-05,Hellersdorf,Marzahn-Hellersdorf,low,52.54941,13.60259,2_room,2,68.6,0,5,post_war_1949_1990,C,vorderhaus,saniert,True,False,False,Görlitzer Bahnhof,U1,156,15.65,258,266,523,3.75,False,2,565
R000500,2023-03-15,Falkenberg,Lichtenberg,low,52.58178,13.53399,2_room,2,34.9,1,3,new_post_2010,B,vorderhaus,modernisiert,True,True,False,Mehringdamm,U7,175,12.83,456,161,617,13.06,False,1,666
R000501,2024-03-20,Adlershof,Treptow-Köpenick,medium,52.44188,13.55202,3_room,3,51.1,3,4,post_war_1949_1990,F,seitenflügel,saniert,True,True,False,Greifswalder Straße,S Ringbahn,160,14.42,501,129,630,9.81,True,3,680
R000502,2020-02-25,Buch,Pankow,low,52.63886,13.48079,2_room,2,40.4,2,4,altbau_pre_1949,H,vorderhaus,modernisiert,False,False,False,Jannowitzbrücke,Stadtbahn,180,15.31,260,154,414,6.44,True,2,447
R000503,2023-01-29,Siemensstadt,Spandau,low,52.53905,13.25687,4_room,4,175.9,2,5,post_war_1949_1990,D,vorderhaus,modernisiert,False,True,True,Stadtmitte,U2,118,8.56,1382,927,2309,7.86,False,3,2494
R000504,2021-02-16,Tempelhof,Tempelhof-Schöneberg,medium,52.46244,13.39324,4_room,4,103.6,1,4,modern_1990_2010,C,vorderhaus,modernisiert,False,True,True,Südstern,U7,31,6.08,1031,405,1436,9.96,True,2,1551
R000505,2023-03-26,Konradshöhe,Reinickendorf,medium,52.61071,13.22966,4_room,4,128.0,0,4,post_war_1949_1990,E,vorderhaus,saniert,True,True,False,Lindauer Allee,U8,107,14.5,1394,460,1854,10.89,False,3,2003
R000506,2020-10-26,Niederschönhausen,Pankow,medium,52.57986,13.42114,3_room,3,83.1,3,4,altbau_pre_1949,E,vorderhaus,modernisiert,False,True,True,Mierendorffplatz,U7,114,7.65,819,314,1132,9.85,True,2,1223
R000507,2023-10-04,Treptow,Treptow-Köpenick,medium,52.49512,13.48679,4_room,4,119.9,3,4,post_war_1949_1990,F,seitenflügel,modernisiert,True,True,False,Sonnenallee,S Ringbahn,28,7.75,1160,456,1616,9.67,False,2,1745
R000508,2025-10-27,Heiligensee,Reinickendorf,medium,52.62388,13.23289,5_room_plus,5,149.9,1,3,post_war_1949_1990,G,seitenflügel,renovierungsbedürftig,False,True,False,Prenzlauer Allee S,S Ringbahn,191,15.46,1316,385,1700,8.77,True,2,1836
R000509,2023-05-31,Schmöckwitz,Treptow-Köpenick,medium,52.36968,13.65948,3_room,3,120.0,4,6,altbau_pre_1949,H,vorderhaus,renoviert,False,False,False,Hackescher Markt,Stadtbahn,284,25.11,1059,469,1527,8.82,True,3,1649
R000510,2020-01-04,Mitte (Ort),Mitte,high,52.51964,13.39114,2_room,2,63.2,6,6,post_war_1949_1990,E,hinterhaus,saniert,True,False,False,Moritzplatz,U8,24,0.98,955,202,1158,15.13,False,2,1250
R000511,2023-10-16,Alt-Treptow,Treptow-Köpenick,medium,52.48119,13.45578,4_room,4,70.9,0,3,modern_1990_2010,B,vorderhaus,renovierungsbedürftig,True,True,True,Heinrich-Heine-Straße,U8,43,6.57,1199,342,1541,16.91,False,3,1665
R000512,2025-11-12,Baumschulenweg,Treptow-Köpenick,medium,52.47261,13.46989,2_room,2,56.6,1,5,post_war_1949_1990,E,vorderhaus,saniert,False,True,False,Neukölln,U7,30,7.91,655,224,879,11.59,False,1,949
R000513,2023-10-18,Friedrichsfelde,Lichtenberg,low,52.51652,13.51332,4_room,4,106.8,3,4,new_post_2010,C,hinterhaus,kernsaniert,True,False,False,Heinrich-Heine-Straße,U8,82,9.18,1611,502,2113,15.08,False,2,2282
R000514,2021-10-20,Halensee,Charlottenburg-Wilmersdorf,high,52.49273,13.2745,4_room,4,93.5,2,4,post_war_1949_1990,E,vorderhaus,saniert,False,True,False,Adenauerplatz,U7,11,7.46,1643,318,1961,17.57,False,2,2118
R000515,2020-05-07,Alt-Treptow,Treptow-Köpenick,medium,52.4907,13.46281,5_room_plus,5,119.9,3,3,new_post_2010,A,vorderhaus,modernisiert,True,True,False,Berlin Hauptbahnhof,Stadtbahn,84,6.43,2067,374,2441,17.23,False,2,2636
R000516,2021-12-08,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48222,13.29806,4_room,4,141.7,1,5,post_war_1949_1990,E,gartenhaus,saniert,False,True,False,Potsdamer Platz,U2,61,6.59,1860,436,2297,13.13,True,3,2481
R000517,2022-08-11,Adlershof,Treptow-Köpenick,medium,52.43075,13.55186,1_room,1,36.6,1,5,modern_1990_2010,B,vorderhaus,kernsaniert,True,False,False,Lipschitzallee,U7,65,15.15,515,125,641,14.09,True,3,692
R000518,2023-07-08,Prenzlauer Berg,Pankow,high,52.53609,13.41472,2_room,2,60.1,5,5,post_war_1949_1990,G,vorderhaus,renoviert,False,False,True,Alexanderplatz,U2,25,3.33,735,253,988,12.23,True,3,1067
R000519,2020-01-09,Dahlem,Steglitz-Zehlendorf,high,52.4552,13.31026,3_room,3,74.0,6,6,post_war_1949_1990,G,hinterhaus,modernisiert,False,True,False,Hermannplatz U8,U8,121,8.19,721,185,906,9.74,False,2,978
R000520,2026-04-25,Hansaviertel,Mitte,high,52.52378,13.35402,2_room,2,60.4,0,4,altbau_pre_1949,G,hinterhaus,saniert,False,False,False,Bellevue,Stadtbahn,8,1.81,995,190,1184,16.46,True,3,1279
R000521,2022-12-25,Mahlsdorf,Marzahn-Hellersdorf,low,52.51244,13.61556,2_room,2,86.1,2,3,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,False,False,False,Rudow,U7,154,16.1,374,299,673,4.35,True,2,727
R000522,2021-07-25,Mahlsdorf,Marzahn-Hellersdorf,low,52.49665,13.64337,1_room,1,41.0,2,5,post_war_1949_1990,H,vorderhaus,modernisiert,False,False,False,Johannisthaler Chaussee,U7,169,18.11,237,119,357,5.79,False,3,385
R000523,2021-12-05,Gatow,Spandau,medium,52.47957,13.18407,2_room,2,55.5,5,5,new_post_2010,B,vorderhaus,modernisiert,True,True,False,Tempelhof S,S Ringbahn,167,13.73,537,157,694,9.68,False,2,750
R000524,2024-10-06,Buckow,Neukölln,low,52.43705,13.43932,2_room,2,67.4,1,8,post_war_1949_1990,D,hinterhaus,saniert,True,True,False,Rudow,U7,45,9.75,549,191,740,8.15,True,2,799
R000525,2024-09-13,Mahlsdorf,Marzahn-Hellersdorf,low,52.49656,13.63897,2_room,2,66.7,1,3,post_war_1949_1990,D,vorderhaus,modernisiert,False,True,False,Greifswalder Straße,S Ringbahn,156,17.82,586,232,818,8.79,False,1,884
R000526,2020-08-28,Friedrichsfelde,Lichtenberg,low,52.51453,13.51401,4_room,4,118.7,5,5,altbau_pre_1949,C,vorderhaus,renovierungsbedürftig,False,True,False,Warschauer Straße S,Stadtbahn,54,9.23,976,465,1441,8.22,False,3,1557
R000527,2022-10-01,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53404,13.29729,2_room,2,64.4,7,8,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,False,Jungfernheide S,S Ringbahn,4,5.79,674,220,895,10.46,False,3,966
R000528,2021-02-24,Westend,Charlottenburg-Wilmersdorf,high,52.51595,13.26155,1_room,1,41.9,4,6,altbau_pre_1949,H,hinterhaus,kernsaniert,False,True,False,Richard-Wagner-Platz,U7,36,7.86,403,161,564,9.62,False,3,609
R000529,2023-05-21,Friedenau,Tempelhof-Schöneberg,high,52.46441,13.33736,2_room,2,49.3,0,5,new_post_2010,B,hinterhaus,saniert,True,True,False,Friedenau S,S1,0,6.38,1031,200,1230,20.91,False,2,1329
R000530,2020-04-08,Wedding,Mitte,medium,52.55036,13.36376,2_room,2,51.2,2,6,altbau_pre_1949,F,vorderhaus,modernisiert,False,False,True,Berliner Straße,U7,87,3.9,636,194,830,12.43,True,2,896
R000531,2023-02-12,Dahlem,Steglitz-Zehlendorf,high,52.44989,13.29817,4_room,4,86.0,1,4,post_war_1949_1990,F,seitenflügel,renovierungsbedürftig,False,True,False,Zehlendorf S,S1,44,9.14,1543,396,1939,17.94,False,2,2094
R000532,2024-04-23,Biesdorf,Marzahn-Hellersdorf,low,52.50119,13.54874,3_room,3,85.5,5,8,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,False,Grenzallee,U7,101,11.7,501,288,789,5.86,False,3,852
R000533,2025-05-24,Steglitz,Steglitz-Zehlendorf,medium,52.46592,13.33494,2_room,2,63.9,2,4,altbau_pre_1949,G,vorderhaus,saniert,False,True,False,Tiergarten S,Stadtbahn,81,6.31,901,241,1142,14.11,False,1,1233
R000534,2021-02-12,Pankow (Ort),Pankow,medium,52.5674,13.40992,2_room,2,47.9,2,4,modern_1990_2010,C,hinterhaus,kernsaniert,True,False,True,Pankow U2,U2,5,6.09,550,158,708,11.48,False,3,764
R000535,2023-08-11,Märkisches Viertel,Reinickendorf,low,52.60218,13.35473,4_room,4,106.6,2,3,altbau_pre_1949,H,vorderhaus,saniert,False,True,True,Karl-Bonhoeffer-Nervenklinik,U8,27,9.67,753,540,1293,7.07,False,2,1397
R000536,2025-01-19,Friedenau,Tempelhof-Schöneberg,high,52.47935,13.34422,3_room,3,72.1,1,5,post_war_1949_1990,B,vorderhaus,saniert,False,True,False,Friedenau S,S1,5,4.69,1373,186,1559,19.04,False,2,1683
R000537,2020-06-04,Hansaviertel,Mitte,high,52.51845,13.35234,2_room,2,63.9,2,3,post_war_1949_1990,E,gartenhaus,renovierungsbedürftig,False,False,True,Weinmeisterstraße,U8,51,1.73,854,217,1071,13.37,False,3,1156
R000538,2024-09-18,Moabit,Mitte,medium,52.51545,13.32523,2_room,2,59.7,1,4,post_war_1949_1990,F,vorderhaus,saniert,True,True,False,Ernst-Reuter-Platz,U2,27,3.55,902,210,1112,15.1,True,3,1201
R000539,2024-05-20,Marzahn,Marzahn-Hellersdorf,low,52.52875,13.5553,2_room,2,67.6,6,8,post_war_1949_1990,B,hinterhaus,modernisiert,False,True,False,Schönhauser Allee,S Ringbahn,117,12.1,499,268,767,7.38,False,1,828
R000540,2023-04-25,Friedrichshagen,Treptow-Köpenick,medium,52.4529,13.62933,3_room,3,36.3,4,5,altbau_pre_1949,H,vorderhaus,modernisiert,False,True,False,Neukölln,U7,151,18.44,316,191,507,8.7,False,2,548
R000541,2022-03-29,Pankow (Ort),Pankow,medium,52.56346,13.39469,2_room,2,45.0,4,6,new_post_2010,B,vorderhaus,renoviert,True,True,False,Richard-Wagner-Platz,U7,101,5.37,890,131,1021,19.79,True,2,1103
R000542,2021-06-17,Schöneberg,Tempelhof-Schöneberg,high,52.47744,13.35861,2_room,2,57.3,3,3,post_war_1949_1990,C,hinterhaus,renoviert,False,True,False,Eisenacher Straße,U7,7,4.51,812,177,989,14.17,True,2,1068
R000543,2022-11-07,Buch,Pankow,low,52.64057,13.49533,1_room,1,35.9,3,6,post_war_1949_1990,D,hinterhaus,saniert,False,False,False,Südstern,U7,219,15.94,298,145,444,8.31,False,1,479
R000544,2024-02-12,Prenzlauer Berg,Pankow,high,52.55369,13.41574,5_room_plus,5,176.0,2,4,altbau_pre_1949,F,vorderhaus,saniert,False,True,False,Westhafen,S Ringbahn,64,4.89,2830,566,3396,16.08,True,2,3667
R000545,2024-07-14,Schmöckwitz,Treptow-Köpenick,medium,52.37698,13.65062,5_room_plus,5,127.9,6,8,new_post_2010,A,vorderhaus,saniert,True,False,False,Treptower Park,S Ringbahn,217,24.13,2248,477,2725,17.58,True,2,2943
R000546,2025-12-06,Buckow,Neukölln,low,52.42974,13.42805,2_room,2,53.6,1,4,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,False,True,False,Johannisthaler Chaussee,U7,14,10.21,629,154,784,11.74,False,3,846
R000547,2023-10-21,Waidmannslust,Reinickendorf,low,52.59006,13.34411,2_room,2,69.6,2,5,altbau_pre_1949,F,hinterhaus,saniert,False,True,False,Rathaus Reinickendorf,U8,23,8.51,740,250,990,10.63,True,3,1069
R000548,2023-05-08,Gropiusstadt,Neukölln,low,52.42892,13.47209,2_room,2,45.6,4,6,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,True,True,False,Ostbahnhof,Stadtbahn,112,11.63,351,197,548,7.7,True,3,591
R000549,2026-04-26,Tegel,Reinickendorf,medium,52.5667,13.27518,2_room,2,51.8,2,5,altbau_pre_1949,G,seitenflügel,saniert,False,True,False,Neukölln,U7,198,8.92,645,187,833,12.47,True,3,899
R000550,2022-08-21,Gatow,Spandau,medium,52.48122,13.18668,3_room,3,67.5,1,4,new_post_2010,D,vorderhaus,saniert,False,True,False,Beusselstraße,S Ringbahn,142,13.51,754,353,1107,11.16,False,3,1196
R000551,2020-11-02,Müggelheim,Treptow-Köpenick,low,52.40241,13.69225,2_room,2,80.5,2,5,modern_1990_2010,D,hinterhaus,kernsaniert,False,True,False,Rathaus Neukölln,U7,213,24.79,621,307,928,7.72,False,3,1002
R000552,2026-01-26,Lankwitz,Steglitz-Zehlendorf,medium,52.43825,13.3318,1_room,1,34.1,5,5,post_war_1949_1990,G,vorderhaus,renoviert,False,False,False,Tempelhof S,S Ringbahn,54,9.22,290,129,419,8.49,True,3,453
R000553,2021-08-22,Tiergarten,Mitte,high,52.51428,13.34611,2_room,2,60.4,2,5,post_war_1949_1990,B,seitenflügel,saniert,False,True,False,Bellevue,Stadtbahn,11,2.15,1133,162,1294,18.75,True,3,1398
R000554,2023-07-22,Waidmannslust,Reinickendorf,low,52.59684,13.32919,3_room,3,86.9,2,5,altbau_pre_1949,E,vorderhaus,saniert,False,False,True,Nollendorfplatz,U1,133,9.54,873,333,1206,10.06,True,3,1303
R000555,2025-05-05,Lankwitz,Steglitz-Zehlendorf,medium,52.43524,13.33042,2_room,2,53.8,3,3,post_war_1949_1990,E,hinterhaus,saniert,False,True,False,Heidelberger Platz,S Ringbahn,65,9.57,505,203,708,9.39,False,3,765
R000556,2025-07-07,Baumschulenweg,Treptow-Köpenick,medium,52.4752,13.48731,3_room,3,103.0,3,4,new_post_2010,A,vorderhaus,modernisiert,True,False,False,Ostbahnhof,Stadtbahn,71,8.71,2476,336,2812,24.03,True,2,3037
R000557,2023-02-06,Lankwitz,Steglitz-Zehlendorf,medium,52.44022,13.33485,4_room,4,103.2,3,6,post_war_1949_1990,E,seitenflügel,kernsaniert,True,False,False,Charlottenburg S,Stadtbahn,97,8.94,1069,545,1614,10.36,False,2,1743
R000558,2023-02-25,Konradshöhe,Reinickendorf,medium,52.59823,13.2213,2_room,2,75.5,2,5,post_war_1949_1990,D,vorderhaus,saniert,True,False,False,Mehringdamm,U7,201,13.96,763,308,1071,10.12,False,2,1157
R000559,2024-12-18,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51828,13.29541,3_room,3,88.1,2,3,modern_1990_2010,E,vorderhaus,modernisiert,False,True,True,Wilmersdorfer Straße,U7,16,5.57,1940,305,2245,22.03,False,3,2424
R000560,2023-10-22,Malchow,Lichtenberg,low,52.57772,13.47701,1_room,1,21.2,2,6,post_war_1949_1990,F,gartenhaus,renoviert,True,True,False,Prenzlauer Allee S,S Ringbahn,53,9.58,193,101,294,9.11,False,3,318
R000561,2022-08-22,Tiergarten,Mitte,high,52.52038,13.35437,5_room_plus,5,153.0,4,5,post_war_1949_1990,H,vorderhaus,kernsaniert,False,True,True,Halemweg,U7,68,1.64,1818,708,2527,11.89,True,2,2729
R000562,2022-04-09,Dahlem,Steglitz-Zehlendorf,high,52.46042,13.284,2_room,2,39.2,0,5,altbau_pre_1949,H,vorderhaus,modernisiert,False,True,False,Brandenburger Tor S,S1,112,8.88,686,145,831,17.5,False,3,897
R000563,2021-12-22,Friedrichshagen,Treptow-Köpenick,medium,52.44756,13.62311,2_room,2,62.0,4,5,altbau_pre_1949,G,seitenflügel,modernisiert,True,True,False,Zoologischer Garten,U2,252,18.29,572,208,780,9.23,False,2,842
R000564,2023-07-11,Marienfelde,Tempelhof-Schöneberg,low,52.42464,13.36264,3_room,3,108.4,3,4,post_war_1949_1990,F,seitenflügel,modernisiert,True,False,False,Bundesplatz,S Ringbahn,89,10.24,862,447,1309,7.95,True,3,1414
R000565,2020-06-10,Marzahn,Marzahn-Hellersdorf,low,52.53903,13.53201,3_room,3,78.7,7,8,post_war_1949_1990,E,vorderhaus,renoviert,True,False,False,Tiergarten S,Stadtbahn,171,10.74,390,271,660,4.95,False,3,713
R000566,2023-05-16,Wittenau,Reinickendorf,low,52.58814,13.30928,2_room,2,58.0,2,3,post_war_1949_1990,E,seitenflügel,saniert,False,False,False,Brandenburger Tor S,S1,108,9.23,405,240,645,6.98,False,2,696
R000567,2023-06-11,Gatow,Spandau,medium,52.48435,13.19626,2_room,2,81.2,5,6,modern_1990_2010,C,vorderhaus,renoviert,True,False,False,Bellevue,Stadtbahn,146,12.79,1030,324,1353,12.68,False,1,1461
R000568,2026-02-15,Steglitz,Steglitz-Zehlendorf,medium,52.46648,13.32183,5_room_plus,5,153.6,0,3,post_war_1949_1990,D,vorderhaus,saniert,False,True,True,Bundesplatz,S Ringbahn,25,6.71,2787,576,3363,18.14,False,2,3632
R000569,2021-10-17,Hermsdorf,Reinickendorf,medium,52.62289,13.32462,1_room,1,42.2,1,3,post_war_1949_1990,D,hinterhaus,kernsaniert,False,True,False,Wittenau U,U8,37,12.38,383,154,538,9.09,True,2,581
R000570,2024-06-07,Pankow (Ort),Pankow,medium,52.57443,13.39334,5_room_plus,5,193.7,1,5,altbau_pre_1949,F,seitenflügel,saniert,False,True,False,Pankow U2,U2,5,6.55,3273,729,4002,16.9,False,3,4322
R000571,2023-11-03,Waidmannslust,Reinickendorf,low,52.61213,13.33716,3_room,3,98.1,0,8,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,True,False,Wittenau U,U8,17,11.0,848,392,1239,8.64,True,3,1338
R000572,2022-08-25,Falkenhagener Feld,Spandau,low,52.55047,13.18274,2_room,2,52.2,0,5,altbau_pre_1949,H,hinterhaus,saniert,False,True,False,Fehrbelliner Platz,U7,134,13.72,257,197,454,4.92,True,2,490
R000573,2022-01-01,Wedding,Mitte,medium,52.53868,13.3532,4_room,4,86.6,2,4,post_war_1949_1990,G,hinterhaus,saniert,False,True,False,Greifswalder Straße,S Ringbahn,79,2.99,620,337,957,7.17,True,3,1034
R000574,2023-11-01,Friedenau,Tempelhof-Schöneberg,high,52.46836,13.32829,5_room_plus,5,179.1,4,4,modern_1990_2010,C,vorderhaus,kernsaniert,True,False,False,Friedenau S,S1,3,6.29,4559,652,5211,25.45,False,3,5628
R000575,2021-06-30,Köpenick (Ort),Treptow-Köpenick,medium,52.43524,13.5904,3_room,3,79.1,2,8,post_war_1949_1990,F,vorderhaus,renoviert,False,False,True,Rosa-Luxemburg-Platz,U2,175,16.99,596,289,885,7.52,False,2,955
R000576,2021-03-24,Halensee,Charlottenburg-Wilmersdorf,high,52.48948,13.28993,1_room,1,49.2,3,3,modern_1990_2010,B,vorderhaus,renovierungsbedürftig,True,False,False,Halensee S,S Ringbahn,4,6.65,909,126,1035,18.48,False,3,1118
R000577,2026-04-21,Gatow,Spandau,medium,52.47586,13.19034,2_room,2,47.7,0,5,altbau_pre_1949,B,gartenhaus,modernisiert,False,True,False,Ruhleben,U2,74,13.46,672,188,861,14.11,False,2,930
R000578,2021-10-14,Falkenberg,Lichtenberg,low,52.58326,13.55733,2_room,2,60.1,0,3,altbau_pre_1949,F,vorderhaus,modernisiert,False,True,True,Greifswalder Straße,S Ringbahn,93,14.25,436,201,637,7.26,False,3,688
R000579,2020-02-12,Borsigwalde,Reinickendorf,low,52.59606,13.29903,1_room,1,53.0,4,5,modern_1990_2010,C,gartenhaus,saniert,True,True,True,Siemensdamm,U7,72,10.34,483,162,645,9.11,False,3,696
R000580,2021-07-02,Rummelsburg,Lichtenberg,medium,52.49421,13.47786,4_room,4,110.1,2,6,altbau_pre_1949,E,gartenhaus,saniert,False,True,False,Bernauer Straße,U8,91,7.21,964,317,1281,8.76,False,3,1384
R000581,2022-07-11,Marzahn,Marzahn-Hellersdorf,low,52.55061,13.54144,1_room,1,47.8,0,4,post_war_1949_1990,C,gartenhaus,renovierungsbedürftig,False,False,False,Sonnenallee,S Ringbahn,124,11.71,275,224,500,5.76,True,3,539
R000582,2020-11-20,Staaken,Spandau,low,52.52352,13.14696,2_room,2,69.2,1,5,modern_1990_2010,C,vorderhaus,saniert,True,False,False,Boddinstraße,U8,245,15.63,379,190,568,5.47,True,3,614
R000583,2022-06-20,Nikolassee,Steglitz-Zehlendorf,high,52.43265,13.1996,2_room,2,61.3,3,4,altbau_pre_1949,H,vorderhaus,kernsaniert,False,True,False,Nikolassee,S1,4,15.23,862,243,1105,14.05,False,3,1194
R000584,2020-07-16,Müggelheim,Treptow-Köpenick,low,52.40828,13.69257,2_room,2,87.9,4,5,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,False,Stadtmitte,U2,270,24.48,712,279,991,8.1,True,2,1070
R000585,2024-05-05,Konradshöhe,Reinickendorf,medium,52.59803,13.21727,2_room,2,58.2,2,4,altbau_pre_1949,E,vorderhaus,modernisiert,False,False,True,Rathaus Neukölln,U7,240,14.15,737,160,897,12.67,False,2,969
R000586,2025-10-06,Kaulsdorf,Marzahn-Hellersdorf,low,52.50967,13.57915,1_room,1,24.1,3,3,new_post_2010,B,hinterhaus,modernisiert,True,True,False,Rathaus Neukölln,U7,127,13.65,299,69,368,12.41,False,3,398
R000587,2023-07-25,Falkenhagener Feld,Spandau,low,52.54706,13.1794,1_room,1,51.8,1,6,new_post_2010,A_plus,hinterhaus,modernisiert,True,False,False,Olympia-Stadion,U2,60,13.84,359,177,536,6.92,False,2,579
R000588,2022-01-27,Weißensee,Pankow,medium,52.56849,13.45606,2_room,2,60.2,2,4,altbau_pre_1949,H,vorderhaus,modernisiert,False,True,False,Landsberger Allee,S Ringbahn,34,7.86,591,187,778,9.81,False,3,840
R000589,2020-06-02,Niederschönhausen,Pankow,medium,52.5704,13.44387,2_room,2,69.3,7,8,altbau_pre_1949,G,gartenhaus,renoviert,False,True,False,Ruhleben,U2,164,7.5,448,202,650,6.46,False,2,702
R000590,2022-11-14,Lichtenrade,Tempelhof-Schöneberg,low,52.39708,13.39837,3_room,3,117.8,3,4,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,True,False,Botanischer Garten,S1,97,13.33,1225,482,1707,10.4,True,3,1843
R000591,2025-11-02,Westend,Charlottenburg-Wilmersdorf,high,52.5149,13.27833,3_room,3,99.1,0,6,post_war_1949_1990,E,vorderhaus,kernsaniert,True,True,False,Siemensdamm,U7,27,6.73,2216,311,2527,22.36,False,2,2729
R000592,2021-11-12,Frohnau,Reinickendorf,medium,52.63314,13.28999,3_room,3,83.1,2,5,post_war_1949_1990,E,seitenflügel,saniert,False,True,False,Kottbusser Tor,U1,207,14.28,710,212,922,8.55,True,3,996
R000593,2025-11-04,Karow,Pankow,low,52.61973,13.46097,3_room,3,72.0,2,5,post_war_1949_1990,E,vorderhaus,modernisiert,False,True,False,Warschauer Straße,U1,156,12.8,713,268,981,9.91,True,3,1059
R000594,2025-12-06,Westend,Charlottenburg-Wilmersdorf,high,52.52591,13.24736,2_room,2,51.7,6,6,post_war_1949_1990,F,vorderhaus,modernisiert,True,True,False,Bellevue,Stadtbahn,73,8.88,863,184,1047,16.7,False,2,1131
R000595,2022-08-25,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.52336,13.31707,4_room,4,127.9,4,6,new_post_2010,B,vorderhaus,modernisiert,True,False,False,Konstanzer Straße,U7,37,4.18,3318,584,3902,25.93,False,1,4215
R000596,2024-05-27,Falkenhagener Feld,Spandau,low,52.56354,13.17531,2_room,2,61.6,2,5,new_post_2010,A,seitenflügel,modernisiert,True,True,True,Leinestraße,U8,226,14.66,695,158,852,11.28,True,3,921
R000597,2023-08-13,Kaulsdorf,Marzahn-Hellersdorf,low,52.50257,13.59072,1_room,1,28.8,4,4,post_war_1949_1990,E,seitenflügel,saniert,False,False,False,Hermannplatz,U7,143,14.5,208,104,311,7.2,True,2,336
R000598,2022-07-04,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.47803,13.3125,4_room,4,168.2,1,6,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,False,Konstanzer Straße,U7,10,6.13,3756,789,4545,22.34,False,2,4909
R000599,2026-03-06,Märkisches Viertel,Reinickendorf,low,52.60143,13.34045,1_room,1,28.7,3,4,altbau_pre_1949,F,vorderhaus,modernisiert,False,False,False,Pankow U2,U2,60,9.8,258,113,371,8.99,False,3,401
R000600,2020-05-15,Heiligensee,Reinickendorf,medium,52.61325,13.23047,2_room,2,53.4,1,5,altbau_pre_1949,E,gartenhaus,saniert,True,False,False,Westhafen,S Ringbahn,140,14.67,509,163,672,9.54,True,3,726
R000601,2021-11-07,Tiergarten,Mitte,high,52.52658,13.35694,4_room,4,120.1,2,3,altbau_pre_1949,G,vorderhaus,saniert,False,True,False,Tiergarten S,Stadtbahn,4,1.81,2061,461,2521,17.15,True,3,2723
R000602,2020-07-14,Französisch Buchholz,Pankow,medium,52.59699,13.4335,2_room,2,65.6,6,8,altbau_pre_1949,C,seitenflügel,kernsaniert,False,False,False,Pankow U2,U2,49,9.73,639,218,857,9.74,True,2,926
R000603,2025-03-16,Mahlsdorf,Marzahn-Hellersdorf,low,52.49627,13.6285,1_room,1,31.1,4,4,post_war_1949_1990,D,vorderhaus,modernisiert,False,False,False,Möckernbrücke,U1,201,17.12,229,89,318,7.36,True,3,343
R000604,2021-08-27,Moabit,Mitte,medium,52.52568,13.35732,1_room,1,31.6,0,5,post_war_1949_1990,G,vorderhaus,kernsaniert,False,False,False,Gleisdreieck,U1,51,1.73,300,85,385,9.48,False,3,416
R000605,2022-01-14,Wittenau,Reinickendorf,low,52.59971,13.33574,2_room,2,43.9,1,4,altbau_pre_1949,E,hinterhaus,saniert,False,True,False,Wittenau U,U8,0,9.7,530,159,689,12.07,True,3,744
R000606,2023-04-26,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50795,13.38807,2_room,2,75.2,5,5,altbau_pre_1949,G,gartenhaus,renoviert,False,False,False,Heinrich-Heine-Straße,U8,17,1.16,1458,392,1850,19.38,True,3,1998
R000607,2024-11-16,Kreuzberg,Friedrichshain-Kreuzberg,high,52.4972,13.39553,2_room,2,59.7,4,5,altbau_pre_1949,C,vorderhaus,saniert,False,True,False,Südstern,U7,19,2.44,1395,152,1547,23.36,True,3,1671
R000608,2021-01-15,Gesundbrunnen,Mitte,medium,52.54725,13.39322,3_room,3,99.4,2,8,post_war_1949_1990,C,gartenhaus,modernisiert,False,False,False,Gesundbrunnen S,S Ringbahn,8,3.6,926,395,1321,9.32,False,3,1426
